64,64
16230189,15577730,2866781,5906863,14406390,13723605,4259534,9563855,5886516,6138674,12427268,4056350,7817678,5328416,1551706,8047887,4673943,7092703,272082,4854847,2399332,6342438,14331970,12045319,7174035,5902662,14469135,3069885,13488400,1866249,10984805,936729,8369543,1422357,11264450,16496832,9944639,3600047,13711210,8532180,4813881,10900326,6123753,4533512,1137867,5920800,2989444,14561064,13292295,4998305,10202433,6380133,829943,14655658,5860637,10013844,10040143,2930931,13482473,6560821,5882562,16698489,13015527,12272324
6781382,14823845,8188376,15293783,9601634,12673952,15782975,111053,12356683,6020912,16397545,1378333,11477945,4418840,9363663,6753981,12049525,16721127,1455953,4888628,10611702,4626732,9457449,10011927,6736907,7104932,16467975,13139919,8665627,2088197,12009429,9309279,2912244,5439084,5804239,11502297,763097,1938314,2337526,772022,3908056,13339609,16664281,16164308,4666323,6943220,4506326,963048,16275288,12942797,14024780,12245751,14100648,15204291,12895161,11888002,12306858,9025518,9781530,3035803,2953526,8649459,1322096,8648348
4516317,1187334,12965592,6129947,1259538,2901815,902695,6532150,6021025,14737886,960711,14437889,14315463,5752071,169619,14908397,16666088,8888716,14081163,13859122,5060829,7298492,5350409,15356192,12928591,2842331,15418798,15524776,5490960,8180255,6324486,810680,9797249,11188415,16326332,4657422,6890581,13179450,16518806,8143552,3929731,3987492,12884598,3889462,14575028,14166996,15156886,8546159,3590733,16302137,6546423,16336167,3779139,16190742,6633748,868682,4804150,1264670,2267654,16658547,13215102,15459038,1401912,10710768
3375885,14363646,8410791,3180841,8415079,10322987,5955444,6830802,12620629,9802200,8841374,15375838,942327,14966725,7468362,12476970,10561707,9918226,8922454,12590068,3334329,11824927,15113913,5862324,2606000,9005173,14943559,527983,6833403,16708198,2497742,12760515,6382226,11788142,11902741,15138643,5966164,9268500,14138427,13193800,11858890,9314545,11943149,5766923,1162713,13857730,7759448,12833733,6453749,1393559,13062183,8257773,9159673,14250276,6574910,740168,12848943,11875379,578215,7526984,5126878,3009629,12712725,3576036
10856942,2928670,6941073,8193162,6539234,383739,12400075,16389452,12213243,4435820,5960413,781226,12055708,16647254,324779,4117605,2706209,6525131,3930605,8488555,3536327,15521997,3859865,1372061,5677569,15988228,13747848,2176765,959238,9826752,9431516,12453915,2186763,9829826,16402568,2549974,9419463,2982729,8842224,16596368,11861722,3755537,18199,2489221,7591599,12308357,2647575,15398171,1039762,12886440,16365820,3747762,10789767,2246358,12433312,12583885,2606927,2633311,2191270,5749076,8345863,4651292,3684707,1039126
2444450,16216317,926098,10791375,14496254,6946484,1459921,5316732,1046316,14814100,9357997,3106536,3393656,15766074,12789369,16620766,7524368,7029097,14057940,10944876,4347108,3918804,1481165,553045,8843113,3726517,14495030,10928840,13920177,11161790,3956338,13787964,5140976,9446433,9101284,13600286,10262804,7880238,10543913,14552553,6756202,3127596,6217114,9737089,6582641,3916804,946329,13870135,14155305,6405489,1080478,8204903,3273601,7374351,14719841,6967224,11979565,9626599,3258016,15780086,12303850,4702445,14546274,6862014
6517392,5441718,13386424,6013115,10606161,2474365,1915832,2656104,7274875,12484438,19602,14654230,4349767,965335,752262,15129073,5425197,6149725,9652182,12338155,11118385,1607229,10402687,9995912,16376458,4385690,2870808,10114303,6441824,3380960,13644224,3747474,8500221,1936881,11736605,3745077,14389076,15278301,6479443,2630627,7231207,411820,15799167,8569666,237232,5500548,11305464,5061931,5824789,10722580,14076200,12414624,16150656,5264614,15521666,7603974,6525818,9548833,10281902,7246965,9427544,6173847,16773754,10982347
11131641,4520379,58000,8252769,2780051,6449207,68415,13591006,6612655,12114442,2723270,3216076,823720,1471258,14974032,5289375,9259193,9426173,8320546,4979812,7788251,4377966,12507454,11121098,3571294,11125654,6349922,10039569,13828295,209844,1906415,10868218,15370965,5868806,7918880,11231909,6387579,13521313,5502702,13335839,790038,995310,8206563,13356137,697079,15640783,11618904,16373393,10606345,3562019,7261739,10591554,11973133,14078889,15880698,10294138,11070631,10445928,13580548,931856,13621755,6618983,2123129,9749044
3096844,11667964,10202294,2106195,12923237,5423200,9524686,6139782,5349346,952182,7057673,14169617,6277054,1123352,3496003,13013282,8182196,9407659,9880467,7241634,5119324,1881341,8738079,3108139,9327459,16621302,15387331,6470635,7012915,7151033,835430,11632419,8439496,9166002,14890052,7382919,6824144,12025462,5740299,7924233,6621402,13281195,10274586,5743116,6076387,3667845,9967821,11811681,16301844,13612720,430912,2880419,12814985,9209600,15462032,6593249,5798233,13678731,11391457,730615,7276509,5345966,16351671,8775088
3195026,10666966,11425675,3794164,13879252,15404371,5893437,3585725,4990835,14697844,9971551,3833818,11083568,1512281,45286,11873912,14810655,16180480,10957096,9681266,5816130,6763350,3059314,9103047,6317687,10061463,5977735,5200191,6223552,1705287,4042878,1867849,781425,7269518,15207491,11594226,5120552,8668335,14667912,7098946,16270785,7649324,5254032,10246871,13779926,8872563,11701996,490615,10232470,13865396,10074861,13192565,10787383,15337241,228809,6979793,8405155,8253853,13401097,3213666,9165180,11280387,1749275,7659157
11702546,12106819,6337313,1629183,5359657,15923702,5590305,3166444,6560473,9252651,9033436,7442285,7624116,6868246,12824073,12166641,16665927,2878686,8216077,5160672,14876316,2028393,1649584,11049681,5600877,6533385,7727161,9044592,2148381,12666598,8198844,8308413,15193043,5634692,6120532,3956351,13014644,13580905,16448046,1012408,11027123,15255286,8228847,12199760,13071781,13266850,10727187,11362212,12919282,780263,340146,12454621,3808284,16312756,6692936,3788166,1742067,5305556,2888404,843583,8917231,1317513,9618510,6943032
4513545,14859713,16526714,1222910,3723891,2798393,560832,15413278,1676153,15065469,8532617,3857414,6106955,3789433,10512051,13886798,15482481,9099484,12186593,16166974,6986524,1461056,5581736,2575239,14731991,152501,9310804,16118730,10956354,15035237,7853181,12168164,4252480,1891014,9376152,16464452,9596774,15036172,16536543,2557433,2808305,1977772,1753476,15417598,4408874,3190721,8562109,4242594,8337059,13055303,13168070,9381663,1945405,13130398,3491228,14635235,1268186,14710213,8116984,8905912,14304845,1912893,12608043,10304384
10107084,16516275,13967518,8763741,15461153,1481304,10537106,8730138,3674548,9058347,4100038,5887218,10089197,1579597,12385667,469813,6536348,8827516,8006131,1329283,10282445,13144914,177959,14971473,9337235,6797665,2564208,14868916,9960637,3480672,8147011,15351169,4055385,15907765,2151579,15516560,11832136,11873034,8256427,2678768,11020222,6138817,3174164,13300035,8301122,5803798,3369579,344427,7103018,300024,2595418,2229950,9667973,14889153,6248393,12745903,12927262,16650194,16043351,16304081,5232690,8434366,9163197,8386609
9431230,10798744,2094842,5271702,4494957,7793219,3936732,401221,2097408,16061345,14111763,13096467,16714453,4435685,9024223,1641546,13454248,3013217,11299240,10500656,8453159,7143818,552620,4822566,2430837,12461690,8165658,403740,16051519,13212192,3260662,8959960,6472942,6557320,14246829,8975672,8631590,6674792,3279092,2685181,7264041,13585734,8711064,12511999,6040066,154125,15592513,6160111,14339588,8761386,14014520,10285171,3131579,16121856,1405886,8691808,7830281,15515286,8637504,15541982,4902978,6030859,9478651,3859233
10157302,7420744,13153667,9180102,3265552,10682377,3135710,16703337,16278146,1205623,6246477,3321052,884079,3310964,9250595,16662498,16238,5216307,16225412,3102133,5994857,13205716,2624485,4509411,1154979,14998059,15916428,16656015,2692063,2312284,13678519,2313509,9005380,15465885,10495590,12523017,10944788,15646287,12019801,9299313,362365,16486719,16082359,2191919,892459,12794598,15144190,6350100,9990683,4920241,8104914,6242730,3685499,11642685,132551,361277,13267597,4275543,7221190,4962580,4611342,7961755,3473640,15322665
10584610,12516909,14373575,9275700,16587784,4497457,11298289,4484468,4854726,9062377,7968122,7902149,1526773,10365906,13210311,16012280,6505056,16363518,5874560,131290,14425811,8496675,3149703,4312059,4571099,859815,5573671,9867697,14413224,8929838,6772899,9419629,2619022,16682634,14843212,3169351,14459199,3998774,1881321,4285790,5364109,16760297,11381987,8658009,5900612,10407891,3300646,8569356,13346102,6200527,11675323,7604106,13251291,10718253,15551524,11420318,11297672,659290,5530908,6501642,620644,3008496,15263085,14031851
